mount_type,fixture_configuration,pole_height_ft,wind_speed_mph,Alaskan Yellow Cedar Poles,Southern Yellow Pine Poles,ero_vista_pole_size
BASE,Two or More Side Mount Fixtures,24,130 - 140 MPH,2.62,9.09,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,24,140 - 150 MPH,0,5.84,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,24,150 - 160 MPH,0,3.18,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,26,Less Than or Equal to 115 MPH,7.08,15.91,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,26,115 - 120 MPH,5.1,13.18,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,26,120 - 130 MPH,1.82,8.64,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,26,130 - 140 MPH,0,5.04,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,26,140 - 150 MPH,0,2.13,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,26,150 - 160 MPH,0,0,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,28,Less Than or Equal to 115 MPH,3.33,11.44,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,28,115 - 120 MPH,1.56,8.96,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,28,120 - 130 MPH,0,4.85,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,28,130 - 140 MPH,0,1.59,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,28,140 - 150 MPH,0,0,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,28,150 - 160 MPH,0,0,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,30,Less Than or Equal to 115 MPH,0,7.08,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,30,115 - 120 MPH,0,4.86,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,30,120 - 130 MPH,0,1.16,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,30,130 - 140 MPH,0,0,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,30,140 - 150 MPH,0,0,"8-1/2"" x 8-1/4"""
BASE,Two or More Side Mount Fixtures,30,150 - 160 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,Less Than or Equal to 115 MPH,6.06,6.85,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,115 - 120 MPH,5.57,6.3,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,120 - 130 MPH,4.75,5.36,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,130 - 140 MPH,4.09,4.63,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,140 - 150 MPH,3.56,4.03,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,150 - 160 MPH,3.13,3.54,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,Less Than or Equal to 115 MPH,6.06,6.85,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,115 - 120 MPH,5.57,6.3,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,120 - 130 MPH,4.75,5.36,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,130 - 140 MPH,4.09,4.63,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,140 - 150 MPH,3.56,4.03,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,150 - 160 MPH,3.13,3.54,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,Less Than or Equal to 115 MPH,6.06,6.85,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,115 - 120 MPH,5.57,6.3,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,120 - 130 MPH,4.4,5.36,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,130 - 140 MPH,3.09,4.63,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,140 - 150 MPH,2.03,4.03,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,150 - 160 MPH,1.17,3.54,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,Less Than or Equal to 115 MPH,4.22,6.78,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,115 - 120 MPH,3.38,6.22,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,120 - 130 MPH,2,5.3,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,130 - 140 MPH,0.9,4.31,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,140 - 150 MPH,0,3.04,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,150 - 160 MPH,0,2.01,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,Less Than or Equal to 115 MPH,1.75,5.96,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,115 - 120 MPH,1.05,4.96,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,120 - 130 MPH,0,3.3,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,130 - 140 MPH,0,1.97,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,140 - 150 MPH,0,0.91,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,150 - 160 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,Less Than or Equal to 115 MPH,0,3.37,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,115 - 120 MPH,0,2.52,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,120 - 130 MPH,0,1.1,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,130 - 140 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,140 - 150 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,150 - 160 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,Less Than or Equal to 115 MPH,0,1.12,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,115 - 120 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,120 - 130 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,130 - 140 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,140 - 150 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,150 - 160 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,Less Than or Equal to 115 MPH,13.1,14.81,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,115 - 120 MPH,12.03,13.6,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,120 - 130 MPH,10.25,11.59,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,130 - 140 MPH,8.84,10,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,140 - 150 MPH,7.7,8.71,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,150 - 160 MPH,6.77,7.65,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,Less Than or Equal to 115 MPH,13.1,14.81,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,115 - 120 MPH,12.03,13.6,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,120 - 130 MPH,10.25,11.59,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,130 - 140 MPH,8.84,10,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,140 - 150 MPH,7.7,8.71,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,150 - 160 MPH,6.77,7.65,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,Less Than or Equal to 115 MPH,13.1,14.81,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,115 - 120 MPH,12.03,13.6,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,120 - 130 MPH,10.25,11.59,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,130 - 140 MPH,8.84,10,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,140 - 150 MPH,7.7,8.71,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,150 - 160 MPH,6.77,7.65,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,Less Than or Equal to 115 MPH,12.95,14.64,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,115 - 120 MPH,11.89,13.44,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,120 - 130 MPH,10.13,11.46,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,130 - 140 MPH,7.95,9.88,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,140 - 150 MPH,5.96,8.6,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,150 - 160 MPH,4.34,7.56,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,Less Than or Equal to 115 MPH,10.82,14.3,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,115 - 120 MPH,9.24,13.14,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,120 - 130 MPH,6.62,11.2,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,130 - 140 MPH,4.53,9.1,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,140 - 150 MPH,2.85,6.83,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,150 - 160 MPH,1.48,4.98,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,Less Than or Equal to 115 MPH,7.04,12.91,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,115 - 120 MPH,5.68,11.07,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,120 - 130 MPH,3.43,8.02,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,130 - 140 MPH,1.64,5.6,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,140 - 150 MPH,0,3.65,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,150 - 160 MPH,0,2.04,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,Less Than or Equal to 115 MPH,3.78,8.94,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,115 - 120 MPH,2.61,7.34,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,120 - 130 MPH,0.65,4.69,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,130 - 140 MPH,0,2.58,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,140 - 150 MPH,0,0.88,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,150 - 160 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,22,Less Than or Equal to 115 MPH,0.91,5.49,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,22,115 - 120 MPH,0,4.1,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,22,120 - 130 MPH,0,1.76,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,22,130 - 140 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,22,140 - 150 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,22,150 - 160 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,24,Less Than or Equal to 115 MPH,0,2.58,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,24,115 - 120 MPH,0,1.34,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,24,120 - 130 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,24,130 - 140 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,24,140 - 150 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,24,150 - 160 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,Less Than or Equal to 115 MPH,24.92,28.17,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,115 - 120 MPH,22.89,25.87,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,120 - 130 MPH,19.5,22.05,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,130 - 140 MPH,16.81,19.01,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,140 - 150 MPH,14.65,16.56,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,8,150 - 160 MPH,12.87,14.55,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,Less Than or Equal to 115 MPH,24.92,28.17,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,115 - 120 MPH,22.89,25.87,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,120 - 130 MPH,19.5,22.05,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,130 - 140 MPH,16.81,19.01,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,140 - 150 MPH,14.65,16.56,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,10,150 - 160 MPH,12.87,14.55,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,Less Than or Equal to 115 MPH,24.92,28.17,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,115 - 120 MPH,22.89,25.87,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,120 - 130 MPH,19.5,22.05,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,130 - 140 MPH,16.81,19.01,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,140 - 150 MPH,14.65,16.56,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,12,150 - 160 MPH,12.87,14.55,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,Less Than or Equal to 115 MPH,24.63,27.85,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,115 - 120 MPH,22.62,25.57,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,120 - 130 MPH,19.28,21.79,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,130 - 140 MPH,16.62,18.79,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,140 - 150 MPH,14.48,16.37,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,14,150 - 160 MPH,12.72,14.38,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,Less Than or Equal to 115 MPH,24.07,27.21,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,115 - 120 MPH,22.11,24.99,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,120 - 130 MPH,18.46,21.29,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,130 - 140 MPH,14.47,18.36,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,140 - 150 MPH,11.25,15.99,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,16,150 - 160 MPH,8.62,14.06,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,Less Than or Equal to 115 MPH,20.13,26.61,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,115 - 120 MPH,17.52,24.44,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,120 - 130 MPH,13.18,20.82,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,130 - 140 MPH,9.74,16.93,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,140 - 150 MPH,6.96,13.18,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,18,150 - 160 MPH,4.68,10.1,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,Less Than or Equal to 115 MPH,14.69,24.19,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,115 - 120 MPH,12.42,21.11,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,120 - 130 MPH,8.64,16,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,130 - 140 MPH,5.65,11.94,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,140 - 150 MPH,3.22,8.66,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,20,150 - 160 MPH,1.24,5.98,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,22,Less Than or Equal to 115 MPH,9.84,18.39,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,22,115 - 120 MPH,7.86,15.68,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,22,120 - 130 MPH,4.55,11.16,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,22,130 - 140 MPH,1.94,7.59,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,22,140 - 150 MPH,0,4.7,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,22,150 - 160 MPH,0,2.34,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,24,Less Than or Equal to 115 MPH,5.81,13.57,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,24,115 - 120 MPH,4.05,11.14,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,24,120 - 130 MPH,1.12,7.1,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,24,130 - 140 MPH,0,3.9,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,24,140 - 150 MPH,0,1.32,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,24,150 - 160 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,26,Less Than or Equal to 115 MPH,1.99,8.99,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,26,115 - 120 MPH,0,6.83,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,26,120 - 130 MPH,0,3.23,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,26,130 - 140 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,26,140 - 150 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,26,150 - 160 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,28,Less Than or Equal to 115 MPH,0,5.12,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,28,115 - 120 MPH,0,3.17,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,28,120 - 130 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,28,130 - 140 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,28,140 - 150 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,28,150 - 160 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,30,Less Than or Equal to 115 MPH,0,1.34,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,30,115 - 120 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,30,120 - 130 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,30,130 - 140 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,30,140 - 150 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Single Side Mount Fixture,30,150 - 160 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,8,Less Than or Equal to 115 MPH,14.96,22.33,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,8,115 - 120 MPH,13.56,20.33,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,8,120 - 130 MPH,11.21,17.01,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,8,130 - 140 MPH,9.35,14.38,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,8,140 - 150 MPH,7.76,12.25,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,8,150 - 160 MPH,6.41,10.51,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,10,Less Than or Equal to 115 MPH,10.84,16.78,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,10,115 - 120 MPH,9.61,15.19,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,10,120 - 130 MPH,7.56,12.55,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,10,130 - 140 MPH,5.93,10.46,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,10,140 - 150 MPH,4.62,8.65,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,10,150 - 160 MPH,3.54,7.13,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,12,Less Than or Equal to 115 MPH,7.36,12.86,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,12,115 - 120 MPH,6.34,11.52,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,12,120 - 130 MPH,4.65,9.12,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,12,130 - 140 MPH,3.3,7.21,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,12,140 - 150 MPH,2.22,5.67,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,12,150 - 160 MPH,1.33,4.41,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,14,Less Than or Equal to 115 MPH,4.48,9.3,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,14,115 - 120 MPH,3.62,8.09,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,14,120 - 130 MPH,2.21,6.08,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,14,130 - 140 MPH,1.08,4.48,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,14,140 - 150 MPH,0,3.2,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,14,150 - 160 MPH,0,2.15,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,16,Less Than or Equal to 115 MPH,1.98,6.18,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,16,115 - 120 MPH,1.26,5.17,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,16,120 - 130 MPH,0,3.47,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,16,130 - 140 MPH,0,2.13,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,16,140 - 150 MPH,0,1.04,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,16,150 - 160 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,18,Less Than or Equal to 115 MPH,0,3.57,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,18,115 - 120 MPH,0,2.7,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,18,120 - 130 MPH,0,1.25,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,18,130 - 140 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,18,140 - 150 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,18,150 - 160 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,20,Less Than or Equal to 115 MPH,0,1.29,"5"" x 5-1/2"""
